1, 520
2, 540
3, 560
4, 580
5, 600
6, 620
7, 640
8, 660
9, 680
10, 700
11, 720
12, 740
13, 760
14, 780
15, 800
16, 820
17, 840
18, 860
19, 880
20, 900
21, 920
22, 940
23, 960
24, 980
25, 1000
26, 1020
27, 1040
28, 1060
29, 1080
30, 1100
31, 1120
32, 1140
33, 1160
34, 1180
35, 1200
36, 1220
37, 1240
38, 1260
39, 1280
40, 1300
41, 1320
42, 1340
43, 1360
44, 1380
45, 1400
46, 1420
47, 1440
48, 1460
49, 1480
50, 1500
51, 1520
52, 1540
53, 1560
54, 1580
55, 1600
56, 1620
57, 1640
58, 1660
59, 1680
60, 1700
61, 1720
62, 1740
63, 1760
64, 1780
65, 1800
66, 1820
67, 1840
68, 1860
69, 1880
70, 1900
71, 1920
72, 1940
73, 1960
74, 1980
75, 2000
76, 2020
77, 2040
78, 2060
79, 2080
80, 2100
81, 2120
82, 2140
83, 2160
84, 2180
85, 2200
86, 2220
87, 2240
88, 2260
89, 2280
90, 2300
91, 2320
92, 2340
93, 2360
94, 2380
95, 2400
96, 4420
97, 4420
98, 4420
99, 4420
100, 4420
101, 4420
102, 4420
103, 4420
104, 4420
105, 4420
106, 4420
107, 4420
108, 4420
109, 4420
110, 4420
111, 4420
112, 4420
113, 4420
114, 4420
115, 4420
116, 4420
117, 4420
118, 4420
119, 4420
120, 4420
121, 4420
122, 4420
123, 4420
124, 4420
125, 4420
126, 4420
127, 4420
128, 4420
129, 4420
130, 4420
131, 4420
132, 4420
133, 4420
134, 4420
135, 4420
136, 4420
137, 4420
138, 4420
139, 4420
140, 4420
141, 4420
142, 4420
143, 4420
144, 4420
145, 4420
146, 4420
147, 4420
148, 4420
149, 4420
150, 4420
151, 4420
152, 4420
153, 4420
154, 4420
155, 4420
156, 4420
157, 4420
158, 4420
159, 4420
160, 4420
161, 4420
162, 4420
163, 4420
164, 4420
165, 4420
166, 4420
167, 4420
168, 4420
169, 4420
170, 4420
171, 4420
172, 4420
173, 4420
174, 4420
175, 4420
176, 4420
177, 4420
178, 4420
179, 4420
180, 4420
181, 4420
182, 4420
183, 4420
184, 4420
185, 4420
186, 4420
187, 4420
188, 4420
189, 4420
190, 4420
191, 4420
192, 4420
193, 4420
194, 4420
195, 4420
196, 4420
197, 4440
198, 4460
199, 4480
200, 4500
201, 4520
202, 4540
203, 4560
204, 4580
205, 4600
206, 4620
207, 4640
208, 4660
209, 4680
210, 4700
211, 4720
212, 4740
213, 4760
214, 4780
215, 4800
216, 4820
217, 4840
218, 4860
219, 4880
220, 4900
221, 4920
222, 4940
223, 4960
224, 4980
225, 5000
226, 5020
227, 5040
228, 5060
229, 5080
230, 5100
231, 5120
232, 5140
233, 5160
234, 5180
235, 5200
236, 5220
237, 5240
238, 5260
239, 5280
240, 5300
241, 5320
242, 5340
243, 5360
244, 5380
245, 5400
246, 5420
247, 5440
248, 5460
249, 5480
250, 5500
251, 5520
252, 5540
253, 5560
254, 5580
255, 5600
256, 5620
257, 5640
258, 5660
259, 5680
260, 5700
261, 5720
262, 5740
263, 5760
264, 5780
265, 5800
266, 5820
267, 5840
268, 5860
269, 5880
270, 5900
271, 5920
272, 5940
273, 5960
274, 5980
275, 6000
